video_name,frame_index,encode_type,key_used,decoded_bits,recovered_bits,matched_bits,hamming_distance,similarity,raw_msg,is_exact_match
0_encoded,197,multibit,video_Watermark,00000111001001101110001111011101100000000110011010100010,000001110010011011100011,01110010011001010111001101100101110000010110000010101000,20,0.6428571428571428,reserved,False
0_encoded,198,multibit,video_Watermark,00000111001010101000000011011100101000000010011011110111,000001110010101010000000,01100010011110010000000000000000101001010000011001110101,19,0.6607142857142857,by,False
0_encoded,199,multibit,video_Watermark,00000111001000101110010011011000000000100010010111010011,000001110010001011100100,,23,,,False
0_encoded,200,multibit,video_Watermark,00000111001000101110010111011000000000000010011010110111,000001110010001011100101,,26,,,False
0_encoded,201,multibit,video_Watermark,00000111001000101100010111011000000000100010011010110111,000001110010001011000101,,26,,,False
0_encoded,202,multibit,video_Watermark,00000111001011101110110000001100000011010110001111000011,000001110010111011101100,01000001011011000110110000000000010011010101101111001001,14,0.75,All,False
0_encoded,203,multibit,video_Watermark,00000111001010101110011111001100101011000011001111110110,000001110010101011100111,01110010011010010110011101101000111111011001100111110110,19,0.6607142857142857,rights,False
0_encoded,204,multibit,video_Watermark,00010111001001101110001111001101100000000110010010100010,000101110010011011100011,01110010011001010111001101100101110000010110000010101000,17,0.6964285714285714,reserved,False
0_encoded,205,multibit,video_Watermark,00000111001000101111001111011100100000000010011010110110,000001110010001011110011,,24,,,False
0_encoded,206,multibit,video_Watermark,00000111001000101110010111011100000000000010011010110110,000001110010001011100101,,28,,,False
0_encoded,207,multibit,video_Watermark,00000111001000101000000010001100100000000010011011110111,000001110010001010000000,01100010011110010000000000000000101001010000011001110101,19,0.6607142857142857,by,False
0_encoded,208,multibit,video_Watermark,01000111001000101110010011011000100000100010011011010011,010001110010001011100100,,25,,,False
0_encoded,209,multibit,video_Watermark,00000111001010101110110010011100000010000011001111000011,000001110010101011101100,01000001011011000110110000000000010011010101101111001001,19,0.6607142857142857,All,False
0_encoded,210,multibit,video_Watermark,00000111001000101100011111011000000000000010011010110110,000001110010001011000111,,27,,,False
0_encoded,211,multibit,video_Watermark,00000111001000101110111111011000000010000010011010110110,000001110010001011101111,,28,,,False
0_encoded,212,multibit,video_Watermark,00000111001000101110011111011100101010000010011111110110,000001110010001011100111,,24,,,False
0_encoded,213,multibit,video_Watermark,00000111001000101110001111001101100000000110011010110010,000001110010001011100011,01110010011001010111001101100101110000010110000010101000,21,0.625,reserved,False
0_encoded,214,multibit,video_Watermark,01000111001000101000000000011100100000000010011010110111,010001110010001010000000,01100010011110010000000000000000101001010000011001110101,19,0.6607142857142857,by,False
0_encoded,215,multibit,video_Watermark,00000111001000101110000111011000001000000010011010110110,000001110010001011100001,,25,,,False
0_encoded,216,multibit,video_Watermark,10000111001000101110010111011010000010000011011010110111,100001110010001011100101,,30,,,False
0_encoded,217,multibit,video_Watermark,00000111001000101110010011011000000000100111010010010011,000001110010001011100100,,23,,,False
0_encoded,218,multibit,video_Watermark,00000111001000101110110010011100000010000111011011010011,000001110010001011101100,01000001011011000110110000000000010011010101101111001001,22,0.6071428571428572,All,False
0_encoded,219,multibit,video_Watermark,00000111001010101110011111011100100010000010010111110110,000001110010101011100111,,23,,,False
0_encoded,220,multibit,video_Watermark,00000111001000101110010111011010000010000010011011110111,000001110010001011100101,,27,,,False
0_encoded,221,multibit,video_Watermark,00000111001000101110011111011010001000000011011010110010,000001110010001011100111,,28,,,False
0_encoded,222,multibit,video_Watermark,00000111001000101110001111001101100000000110011010100010,000001110010001011100011,01110010011001010111001101100101110000010110000010101000,20,0.6428571428571428,reserved,False
0_encoded,223,multibit,video_Watermark,00000111001000101000000010001100100001000010011011110110,000001110010001010000000,01100010011110010000000000000000101001010000011001110101,19,0.6607142857142857,by,False
0_encoded,224,multibit,video_Watermark,00000111001000001110010011010000000000100010010111010111,000001110010000011100100,01101110011010010111010001110000010100111101000111011001,22,0.6071428571428572,nitphen,False
0_encoded,225,multibit,video_Watermark,00000111001000101000011111011000000000000010011010111111,000001110010001010000111,,26,,,False
0_encoded,226,multibit,video_Watermark,00000111001000101000011011011000001000000010011010111111,000001110010001010000110,,24,,,False
0_encoded,227,multibit,video_Watermark,00000111011000101110110010001001000011000111011111001011,000001110110001011101100,01000001011011000110110000000000010011010101101111001001,16,0.7142857142857143,All,False
0_encoded,228,multibit,video_Watermark,00010111001010001110011111011100101011000011000111110110,000101110010101011110110,01110010011010010110011101101000111111011001100111110110,17,0.6964285714285714,rights,False
0_encoded,229,multibit,video_Watermark,00010111001000101110001111001101100000000110000010100010,000101110010001011100011,01110010011001010111001101100101110000010110000010101000,17,0.6964285714285714,reserved,False
0_encoded,230,multibit,video_Watermark,00000111001000101110001111011010101010000010011010110111,000001110010001011100011,,26,,,False
0_encoded,231,multibit,video_Watermark,10000111001000101010010111011100001010100010011010110111,100001110010001010100101,,28,,,False
0_encoded,232,multibit,video_Watermark,00000111001010101000000110001000100000010010011011110111,000001110010101010000001,01100010011110010000000000000000101001010000011001110101,17,0.6964285714285714,by,False
0_encoded,233,multibit,video_Watermark,00000111001010001110010011011000000000110011011111010011,000001110010100011100100,01101110011010010111010001110000010100111101000111011001,20,0.6428571428571428,nitphen,False
0_encoded,234,multibit,video_Watermark,00000111001011001110110000001000000010010111001111010011,000001110010110011101100,01000001011011000110110000000000010011010101101111001001,13,0.7678571428571428,All,False
0_encoded,235,multibit,video_Watermark,10000111001000101110010111011000100000000010011010110111,100001110010001011100101,,26,,,False
0_encoded,236,multibit,video_Watermark,10000111001000101000010111011010100010000010011010110011,100001110010001010000101,,27,,,False
0_encoded,237,multibit,video_Watermark,00000111001000101110011111001000101011000011011111110110,000001110010001011100111,01110010011010010110011101101000111111011001100111110110,20,0.6428571428571428,rights,False
0_encoded,238,multibit,video_Watermark,01000111001000001110000111000101100000000010010010110010,010001110010000011100001,01110010011001010111001101100101110000010110000010101000,19,0.6607142857142857,reserved,False
