img,attack,log10_pvalue,R,marked,param0
5,overlay_onto_screenshot,-0.716459378914183,-26899.96484375,False,-1.0
5,rotation,-74.32347164981358,3646948.0,True,0.0
5,rotation,-25.86884929566152,563240.8125,True,5.0
5,rotation,-20.8812570241488,439717.3125,True,10.0
5,rotation,-15.880913812479642,288027.75,True,15.0
5,rotation,-15.04561880128752,269846.5625,True,20.0
5,rotation,-14.121830926039989,233209.15625,True,25.0
5,rotation,-12.466072393687321,190145.453125,True,30.0
5,rotation,-10.22094901192435,115230.46875,True,35.0
5,rotation,-9.01778331273869,90422.75,True,40.0
5,center_crop,-3.3444883421966813,-506125.25,False,0.1
5,center_crop,-4.040918548657806,-169683.65625,False,0.2
5,center_crop,-6.432264294094212,27733.53125,True,0.30000000000000004
5,center_crop,-9.906382314861006,264184.25,True,0.4
5,center_crop,-11.340320771954008,267071.90625,True,0.5
5,center_crop,-12.637435553392338,350848.03125,True,0.6000000000000001
5,center_crop,-21.797042885418172,647379.5,True,0.7000000000000001
5,center_crop,-14.692745256900983,345644.0,True,0.8
5,center_crop,-18.63614256970442,445533.4375,True,0.9
5,center_crop,-74.32347164981358,3646948.0,True,1.0
5,resize,-0.34837707709465837,-343717.84375,False,0.1
5,resize,-1.060278357693522,-174225.0,False,0.2
5,resize,-2.1477126793185555,-96988.953125,False,0.30000000000000004
5,resize,-4.031675237013108,-46259.4765625,False,0.4
5,resize,-5.914085375838398,-2339.765625,False,0.5
5,resize,-11.422586425432781,170148.859375,True,0.6000000000000001
5,resize,-13.699593162063913,252115.984375,True,0.7000000000000001
5,resize,-22.201232468328875,461123.96875,True,0.8
5,resize,-25.432983273916076,623453.8125,True,0.9
5,resize,-74.32347164981358,3646948.0,True,1.0
5,blur,-56.987590829831824,2194937.75,True,3.0
5,blur,-48.24346774033447,1558369.75,True,5.0
5,blur,-39.671342943669394,1087027.0,True,7.0
5,blur,-31.455649312278027,772759.375,True,9.0
5,blur,-25.15170724292501,557621.8125,True,11.0
5,blur,-19.937382465597736,392116.28125,True,13.0
5,blur,-15.867802323293681,265824.6875,True,15.0
5,blur,-11.366187356458026,145140.3125,True,17.0
5,blur,-7.7864339256821005,49414.25,True,19.0
5,jpeg,-1.595214374839047,-135417.421875,False,10.0
5,jpeg,-4.094485026635732,-62792.59375,False,20.0
5,jpeg,-5.195847910529351,-25283.078125,False,30.0
5,jpeg,-7.627566221602143,52086.234375,True,40.0
5,jpeg,-9.771811935899239,113279.96875,True,50.0
5,jpeg,-12.261925404503318,194261.34375,True,60.0
5,jpeg,-18.146603445161976,401288.1875,True,70.0
5,jpeg,-27.428353651710516,731025.875,True,80.0
5,jpeg,-44.45309143859755,1477458.625,True,90.0
5,jpeg,-66.06813665175191,2878622.0,True,100.0
5,contrast,-0.17478191710744256,-38634.70703125,False,0.0
5,contrast,-63.500155542094426,2556681.25,True,0.5
5,contrast,-74.32347164981358,3646948.0,True,1.0
5,contrast,-46.3283987779878,1591487.375,True,1.5
5,contrast,-39.65318511319229,1015044.6875,True,2.0
5,brightness,-65.25362124031041,2502002.0,True,0.5
5,brightness,-74.32347164981358,3646948.0,True,1.0
5,brightness,-48.04854866599323,1514767.0,True,1.5
